"date","age_group","cases","ggd_code"
2020-03-05,"60-69",1,"GG5006"
2020-03-05,"20-29",1,"GG6106"
2020-03-05,"40-49",2,"GG6106"
2020-03-05,"50-59",1,"GG6106"
2020-03-05,"60-69",3,"GG6106"
2020-03-05,"70-79",2,"GG6106"
2020-03-05,"80-89",5,"GG6106"
2020-03-05,"30-39",1,"GG1911"
2020-03-05,"40-49",2,"GG1911"
2020-03-05,"50-59",1,"GG1911"
2020-03-06,"20-29",1,"GG4816"
2020-03-06,"30-39",1,"GG4816"
2020-03-06,"40-49",2,"GG4816"
2020-03-06,"50-59",2,"GG4816"
2020-03-06,"70-79",2,"GG4816"
2020-03-06,"40-49",4,"GG3406"
2020-03-06,"50-59",4,"GG3406"
2020-03-06,"60-69",2,"GG3406"
2020-03-06,"70-79",2,"GG3406"
2020-03-06,"80-89",2,"GG3406"
2020-03-06,"90+",1,"GG3406"
2020-03-06,"20-29",1,"GG5608"
2020-03-06,"30-39",1,"GG5608"
2020-03-06,"50-59",1,"GG5608"
2020-03-06,"60-69",2,"GG5608"
2020-03-06,"70-79",5,"GG5608"
2020-03-06,"80-89",1,"GG5608"
2020-03-06,"30-39",1,"GG0706"
2020-03-06,"70-79",1,"GG0706"
2020-03-06,"40-49",1,"GG2209"
2020-03-06,"50-59",1,"GG2209"
2020-03-06,"80-89",1,"GG2209"
2020-03-06,"50-59",1,"GG2014"
2020-03-06,"60-69",2,"GG2014"
2020-03-06,"70-79",2,"GG2014"
2020-03-06,"40-49",2,"GG3606"
2020-03-06,"70-79",1,"GG3606"
2020-03-06,"30-39",1,"GG0111"
2020-03-06,"40-49",1,"GG0111"
2020-03-06,"30-39",1,"GG7014"
2020-03-06,"50-59",3,"GG7014"
2020-03-06,"60-69",2,"GG7014"
2020-03-06,"80-89",1,"GG7014"
2020-03-06,"10-19",1,"GG5406"
2020-03-06,"30-39",5,"GG5406"
2020-03-06,"40-49",3,"GG5406"
2020-03-06,"50-59",10,"GG5406"
2020-03-06,"60-69",14,"GG5406"
2020-03-06,"70-79",4,"GG5406"
2020-03-06,"80-89",6,"GG5406"
2020-03-06,"90+",1,"GG5406"
2020-03-06,"20-29",1,"GG4506"
2020-03-06,"40-49",1,"GG4506"
2020-03-06,"50-59",5,"GG4506"
2020-03-06,"80-89",1,"GG4506"
2020-03-06,"20-29",1,"GG2707"
2020-03-06,"50-59",4,"GG2707"
2020-03-06,"60-69",1,"GG2707"
2020-03-06,"70-79",1,"GG1009"
2020-03-06,"80-89",1,"GG1009"
2020-03-06,"20-29",1,"GG3109"
2020-03-06,"70-79",1,"GG3109"
2020-03-06,"90+",1,"GG3109"
2020-03-06,"10-19",1,"GG6011"
2020-03-06,"30-39",2,"GG6011"
2020-03-06,"40-49",1,"GG6011"
2020-03-06,"50-59",4,"GG6011"
2020-03-06,"70-79",3,"GG6011"
2020-03-06,"80-89",2,"GG6011"
2020-03-06,"10-19",1,"GG1413"
2020-03-06,"40-49",1,"GG1413"
2020-03-06,"50-59",1,"GG1413"
2020-03-06,"60-69",4,"GG1413"
2020-03-06,"70-79",1,"GG1413"
2020-03-06,"80-89",2,"GG1413"
2020-03-06,"20-29",1,"GG1106"
2020-03-06,"50-59",2,"GG1106"
2020-03-06,"0-9",1,"GG2514"
2020-03-06,"30-39",1,"GG2514"
2020-03-06,"40-49",2,"GG2514"
2020-03-06,"50-59",5,"GG2514"
2020-03-06,"60-69",4,"GG2514"
2020-03-06,"70-79",1,"GG2514"
2020-03-06,"30-39",1,"GG4607"
2020-03-06,"40-49",3,"GG4607"
2020-03-06,"50-59",1,"GG4607"
2020-03-06,"40-49",3,"GG5206"
2020-03-06,"50-59",1,"GG5206"
2020-03-06,"60-69",4,"GG5206"
2020-03-06,"70-79",3,"GG5206"
2020-03-06,"80-89",2,"GG5206"
2020-03-06,"30-39",1,"GG7306"
2020-03-06,"20-29",1,"GG5006"
2020-03-06,"60-69",1,"GG5006"
2020-03-06,"80-89",2,"GG5006"
2020-03-06,"50-59",5,"GG6106"
2020-03-06,"60-69",1,"GG6106"
2020-03-06,"70-79",2,"GG6106"
2020-03-06,"80-89",3,"GG6106"
2020-03-06,"90+",2,"GG6106"
2020-03-06,"40-49",1,"GG1911"
2020-03-06,"50-59",2,"GG1911"
2020-03-06,"70-79",1,"GG1911"
2020-03-07,"40-49",1,"GG4816"
2020-03-07,"50-59",1,"GG4816"
2020-03-07,"20-29",5,"GG3406"
2020-03-07,"30-39",5,"GG3406"
2020-03-07,"40-49",2,"GG3406"
2020-03-07,"50-59",4,"GG3406"
2020-03-07,"60-69",3,"GG3406"
2020-03-07,"80-89",2,"GG3406"
2020-03-07,"10-19",1,"GG5608"
2020-03-07,"20-29",1,"GG5608"
2020-03-07,"30-39",1,"GG5608"
2020-03-07,"40-49",2,"GG5608"
2020-03-07,"50-59",4,"GG5608"
2020-03-07,"60-69",1,"GG5608"
2020-03-07,"70-79",6,"GG5608"
2020-03-07,"80-89",1,"GG5608"
2020-03-07,"90+",2,"GG5608"
2020-03-07,"30-39",1,"GG0706"
2020-03-07,"40-49",1,"GG0706"
2020-03-07,"50-59",1,"GG0706"
2020-03-07,"60-69",1,"GG0706"
2020-03-07,"50-59",1,"GG2209"
2020-03-07,"60-69",1,"GG2209"
2020-03-07,"80-89",1,"GG2209"
2020-03-07,"20-29",1,"GG2014"
2020-03-07,"40-49",3,"GG2014"
2020-03-07,"50-59",1,"GG2014"
2020-03-07,"60-69",2,"GG2014"
2020-03-07,"70-79",2,"GG2014"
2020-03-07,"30-39",1,"GG3606"
2020-03-07,"70-79",1,"GG3606"
2020-03-07,"40-49",1,"GG0111"
2020-03-07,"70-79",1,"GG0111"
2020-03-07,"20-29",2,"GG7014"
2020-03-07,"30-39",4,"GG7014"
2020-03-07,"40-49",2,"GG7014"
2020-03-07,"50-59",1,"GG7014"
2020-03-07,"60-69",1,"GG7014"
2020-03-07,"80-89",1,"GG7014"
2020-03-07,"20-29",2,"GG5406"
2020-03-07,"30-39",2,"GG5406"
2020-03-07,"40-49",7,"GG5406"
2020-03-07,"50-59",12,"GG5406"
2020-03-07,"60-69",11,"GG5406"
2020-03-07,"70-79",15,"GG5406"
2020-03-07,"80-89",7,"GG5406"
2020-03-07,"90+",1,"GG5406"
2020-03-07,"10-19",1,"GG4506"
2020-03-07,"40-49",1,"GG4506"
2020-03-07,"50-59",1,"GG4506"
2020-03-07,"80-89",1,"GG4506"
2020-03-07,"30-39",2,"GG2707"
2020-03-07,"50-59",1,"GG2707"
2020-03-07,"60-69",2,"GG2707"
2020-03-07,"70-79",1,"GG2707"
2020-03-07,"50-59",2,"GG1009"
2020-03-07,"60-69",1,"GG1009"
2020-03-07,"40-49",3,"GG3109"
2020-03-07,"50-59",1,"GG3109"
2020-03-07,"70-79",2,"GG3109"
2020-03-07,"30-39",1,"GG6011"
2020-03-07,"50-59",2,"GG6011"
2020-03-07,"60-69",1,"GG6011"
2020-03-07,"70-79",3,"GG6011"
2020-03-07,"80-89",3,"GG6011"
2020-03-07,"20-29",1,"GG1413"
2020-03-07,"50-59",2,"GG1413"
2020-03-07,"60-69",1,"GG1413"
2020-03-07,"70-79",1,"GG1413"
2020-03-07,"40-49",1,"GG1106"
2020-03-07,"20-29",2,"GG2514"
2020-03-07,"40-49",5,"GG2514"
2020-03-07,"50-59",2,"GG2514"
2020-03-07,"60-69",3,"GG2514"
2020-03-07,"70-79",3,"GG2514"
2020-03-07,"<50",1,"GG2514"
2020-03-07,"20-29",2,"GG4607"
2020-03-07,"30-39",1,"GG4607"
2020-03-07,"40-49",1,"GG4607"
2020-03-07,"60-69",1,"GG4607"
2020-03-07,"80-89",1,"GG4607"
2020-03-07,"10-19",1,"GG5206"
2020-03-07,"30-39",1,"GG5206"
2020-03-07,"40-49",1,"GG5206"
2020-03-07,"50-59",5,"GG5206"
2020-03-07,"60-69",1,"GG5206"
2020-03-07,"70-79",2,"GG5206"
2020-03-07,"80-89",2,"GG5206"
2020-03-07,"50-59",1,"GG7306"
2020-03-07,"60-69",1,"GG7306"
2020-03-07,"70-79",1,"GG7306"
2020-03-07,"40-49",1,"GG5006"
2020-03-07,"50-59",1,"GG5006"
2020-03-07,"60-69",1,"GG5006"
2020-03-07,"70-79",2,"GG5006"
2020-03-07,"80-89",1,"GG5006"
2020-03-07,"40-49",4,"GG6106"
2020-03-07,"60-69",3,"GG6106"
2020-03-07,"70-79",6,"GG6106"
2020-03-07,"80-89",4,"GG6106"
2020-03-07,"20-29",1,"GG1911"
2020-03-07,"30-39",3,"GG1911"
2020-03-07,"40-49",2,"GG1911"
2020-03-07,"60-69",5,"GG1911"
2020-03-07,"70-79",2,"GG1911"
2020-03-08,"40-49",1,"GG4816"
2020-03-08,"80-89",1,"GG4816"
2020-03-08,"20-29",2,"GG3406"
2020-03-08,"30-39",3,"GG3406"
2020-03-08,"40-49",3,"GG3406"
2020-03-08,"50-59",4,"GG3406"
2020-03-08,"60-69",3,"GG3406"
2020-03-08,"70-79",1,"GG3406"
2020-03-08,"30-39",3,"GG5608"
2020-03-08,"40-49",1,"GG5608"
2020-03-08,"50-59",7,"GG5608"
2020-03-08,"60-69",6,"GG5608"
2020-03-08,"70-79",8,"GG5608"
2020-03-08,"80-89",1,"GG5608"
2020-03-08,"90+",1,"GG5608"
2020-03-08,"40-49",1,"GG0706"
2020-03-08,"80-89",1,"GG0706"
2020-03-08,"20-29",2,"GG2209"
2020-03-08,"40-49",1,"GG2209"
2020-03-08,"50-59",1,"GG2209"
2020-03-08,"70-79",1,"GG2209"
2020-03-08,"80-89",2,"GG2209"
2020-03-08,"20-29",1,"GG2014"
2020-03-08,"30-39",1,"GG2014"
2020-03-08,"40-49",1,"GG2014"
2020-03-08,"60-69",2,"GG2014"
2020-03-08,"80-89",1,"GG2014"
2020-03-08,"30-39",1,"GG3606"
2020-03-08,"50-59",1,"GG3606"
2020-03-08,"20-29",1,"GG7014"
2020-03-08,"40-49",1,"GG7014"
2020-03-08,"50-59",2,"GG7014"
2020-03-08,"60-69",3,"GG7014"
2020-03-08,"70-79",2,"GG7014"
2020-03-08,"20-29",2,"GG5406"
2020-03-08,"30-39",3,"GG5406"
2020-03-08,"40-49",5,"GG5406"
2020-03-08,"50-59",11,"GG5406"
2020-03-08,"60-69",5,"GG5406"
2020-03-08,"70-79",11,"GG5406"
2020-03-08,"80-89",10,"GG5406"
2020-03-08,"90+",1,"GG5406"
2020-03-08,"<50",1,"GG5406"
2020-03-08,"20-29",1,"GG4506"
2020-03-08,"30-39",2,"GG4506"
2020-03-08,"50-59",1,"GG4506"
2020-03-08,"60-69",1,"GG4506"
2020-03-08,"80-89",1,"GG4506"
2020-03-08,"20-29",2,"GG2707"
2020-03-08,"30-39",3,"GG2707"
2020-03-08,"40-49",1,"GG2707"
2020-03-08,"50-59",1,"GG2707"
2020-03-08,"80-89",1,"GG2707"
2020-03-08,"40-49",1,"GG1009"
2020-03-08,"50-59",4,"GG1009"
2020-03-08,"40-49",2,"GG3109"
2020-03-08,"50-59",2,"GG3109"
2020-03-08,"70-79",1,"GG3109"
2020-03-08,"80-89",1,"GG3109"
2020-03-08,"30-39",1,"GG6011"
2020-03-08,"40-49",1,"GG6011"
2020-03-08,"50-59",1,"GG6011"
2020-03-08,"60-69",3,"GG6011"
2020-03-08,"70-79",4,"GG6011"
2020-03-08,"80-89",5,"GG6011"
2020-03-08,"50-59",1,"GG1413"
2020-03-08,"60-69",1,"GG1413"
2020-03-08,"70-79",1,"GG1413"
2020-03-08,"80-89",1,"GG1413"
2020-03-08,"40-49",1,"GG1106"
2020-03-08,"50-59",1,"GG1106"
2020-03-08,"20-29",2,"GG2514"
2020-03-08,"30-39",7,"GG2514"
2020-03-08,"40-49",2,"GG2514"
2020-03-08,"50-59",1,"GG2514"
2020-03-08,"60-69",3,"GG2514"
2020-03-08,"80-89",2,"GG2514"
2020-03-08,"20-29",2,"GG4607"
2020-03-08,"30-39",2,"GG4607"
2020-03-08,"50-59",6,"GG4607"
2020-03-08,"60-69",3,"GG4607"
2020-03-08,"70-79",1,"GG4607"
2020-03-08,"0-9",1,"GG5206"
2020-03-08,"20-29",2,"GG5206"
2020-03-08,"30-39",4,"GG5206"
2020-03-08,"40-49",5,"GG5206"
2020-03-08,"50-59",4,"GG5206"
2020-03-08,"60-69",6,"GG5206"
2020-03-08,"70-79",2,"GG5206"
2020-03-08,"50-59",2,"GG7306"
2020-03-08,"50-59",1,"GG5006"
2020-03-08,"60-69",1,"GG5006"
2020-03-08,"30-39",3,"GG6106"
2020-03-08,"50-59",2,"GG6106"
2020-03-08,"60-69",1,"GG6106"
2020-03-08,"70-79",1,"GG6106"
2020-03-08,"80-89",3,"GG6106"
2020-03-08,"90+",1,"GG6106"
2020-03-08,"20-29",1,"GG1911"
2020-03-08,"40-49",2,"GG1911"
2020-03-08,"50-59",1,"GG1911"
2020-03-08,"60-69",1,"GG1911"
2020-03-09,"20-29",2,"GG4816"
2020-03-09,"40-49",2,"GG4816"
2020-03-09,"50-59",2,"GG4816"
2020-03-09,"60-69",3,"GG4816"
2020-03-09,"70-79",1,"GG4816"
2020-03-09,"80-89",1,"GG4816"
2020-03-09,"20-29",3,"GG3406"
2020-03-09,"30-39",7,"GG3406"
2020-03-09,"40-49",4,"GG3406"
2020-03-09,"50-59",3,"GG3406"
2020-03-09,"60-69",7,"GG3406"
2020-03-09,"70-79",8,"GG3406"
2020-03-09,"80-89",1,"GG3406"
2020-03-09,"20-29",2,"GG5608"
2020-03-09,"30-39",2,"GG5608"
2020-03-09,"40-49",3,"GG5608"
2020-03-09,"50-59",6,"GG5608"
2020-03-09,"60-69",7,"GG5608"
2020-03-09,"70-79",9,"GG5608"
2020-03-09,"80-89",5,"GG5608"
2020-03-09,"90+",2,"GG5608"
2020-03-09,"70-79",1,"GG0706"
2020-03-09,"20-29",1,"GG2209"
2020-03-09,"40-49",2,"GG2209"
2020-03-09,"50-59",3,"GG2209"
2020-03-09,"80-89",1,"GG2209"
2020-03-09,"30-39",2,"GG2014"
2020-03-09,"40-49",3,"GG2014"
2020-03-09,"50-59",3,"GG2014"
2020-03-09,"60-69",1,"GG2014"
2020-03-09,"70-79",3,"GG2014"
2020-03-09,"80-89",1,"GG2014"
2020-03-09,"90+",1,"GG2014"
2020-03-09,"30-39",1,"GG3606"
2020-03-09,"40-49",1,"GG3606"
2020-03-09,"50-59",1,"GG3606"
2020-03-09,"70-79",1,"GG3606"
2020-03-09,"20-29",2,"GG0111"
2020-03-09,"30-39",3,"GG0111"
2020-03-09,"50-59",2,"GG0111"
2020-03-09,"30-39",2,"GG7014"
2020-03-09,"40-49",3,"GG7014"
2020-03-09,"50-59",5,"GG7014"
2020-03-09,"60-69",1,"GG7014"
2020-03-09,"70-79",3,"GG7014"
2020-03-09,"20-29",3,"GG5406"
2020-03-09,"30-39",7,"GG5406"
2020-03-09,"40-49",10,"GG5406"
2020-03-09,"50-59",11,"GG5406"
2020-03-09,"60-69",13,"GG5406"
2020-03-09,"70-79",19,"GG5406"
2020-03-09,"80-89",13,"GG5406"
2020-03-09,"90+",1,"GG5406"
2020-03-09,"10-19",1,"GG4506"
2020-03-09,"20-29",1,"GG4506"
2020-03-09,"30-39",1,"GG4506"
2020-03-09,"50-59",2,"GG4506"
2020-03-09,"60-69",3,"GG4506"
2020-03-09,"70-79",3,"GG4506"
2020-03-09,"20-29",1,"GG2707"
2020-03-09,"50-59",1,"GG2707"
2020-03-09,"70-79",5,"GG2707"
2020-03-09,"80-89",1,"GG2707"
2020-03-09,"40-49",1,"GG1009"
2020-03-09,"50-59",2,"GG1009"
2020-03-09,"60-69",2,"GG1009"
2020-03-09,"70-79",2,"GG1009"
2020-03-09,"30-39",1,"GG3109"
2020-03-09,"40-49",2,"GG3109"
2020-03-09,"50-59",9,"GG3109"
2020-03-09,"60-69",4,"GG3109"
2020-03-09,"70-79",1,"GG3109"
2020-03-09,"80-89",1,"GG3109"
2020-03-09,"0-9",1,"GG6011"
2020-03-09,"30-39",2,"GG6011"
2020-03-09,"40-49",2,"GG6011"
2020-03-09,"50-59",3,"GG6011"
2020-03-09,"60-69",2,"GG6011"
2020-03-09,"70-79",4,"GG6011"
2020-03-09,"80-89",3,"GG6011"
2020-03-09,"90+",1,"GG6011"
2020-03-09,"0-9",1,"GG1413"
2020-03-09,"20-29",2,"GG1413"
2020-03-09,"30-39",2,"GG1413"
2020-03-09,"40-49",2,"GG1413"
2020-03-09,"60-69",2,"GG1413"
2020-03-09,"70-79",3,"GG1413"
2020-03-09,"80-89",1,"GG1413"
2020-03-09,"20-29",1,"GG1106"
2020-03-09,"30-39",2,"GG1106"
2020-03-09,"50-59",2,"GG1106"
2020-03-09,"60-69",2,"GG1106"
2020-03-09,"70-79",1,"GG1106"
2020-03-09,"80-89",2,"GG1106"
2020-03-09,"10-19",4,"GG2514"
2020-03-09,"20-29",3,"GG2514"
2020-03-09,"30-39",6,"GG2514"
2020-03-09,"40-49",6,"GG2514"
2020-03-09,"50-59",2,"GG2514"
2020-03-09,"60-69",7,"GG2514"
2020-03-09,"70-79",4,"GG2514"
2020-03-09,"20-29",4,"GG4607"
2020-03-09,"30-39",4,"GG4607"
2020-03-09,"40-49",1,"GG4607"
2020-03-09,"50-59",5,"GG4607"
2020-03-09,"60-69",7,"GG4607"
2020-03-09,"70-79",1,"GG4607"
2020-03-09,"80-89",3,"GG4607"
2020-03-09,"90+",1,"GG4607"
2020-03-09,"30-39",4,"GG5206"
2020-03-09,"40-49",2,"GG5206"
2020-03-09,"50-59",12,"GG5206"
2020-03-09,"60-69",7,"GG5206"
2020-03-09,"70-79",9,"GG5206"
2020-03-09,"80-89",8,"GG5206"
2020-03-09,"90+",1,"GG5206"
2020-03-09,"20-29",1,"GG7306"
2020-03-09,"30-39",1,"GG7306"
2020-03-09,"40-49",1,"GG7306"
2020-03-09,"50-59",2,"GG7306"
2020-03-09,"60-69",2,"GG7306"
2020-03-09,"70-79",2,"GG7306"
2020-03-09,"80-89",1,"GG7306"
2020-03-09,"20-29",1,"GG5006"
2020-03-09,"30-39",1,"GG5006"
2020-03-09,"50-59",1,"GG5006"
2020-03-09,"60-69",1,"GG5006"
2020-03-09,"70-79",1,"GG5006"
2020-03-09,"20-29",1,"GG6106"
2020-03-09,"30-39",2,"GG6106"
2020-03-09,"40-49",2,"GG6106"
2020-03-09,"50-59",4,"GG6106"
2020-03-09,"60-69",4,"GG6106"
2020-03-09,"70-79",2,"GG6106"
2020-03-09,"80-89",3,"GG6106"
2020-03-09,"90+",2,"GG6106"
2020-03-09,"30-39",2,"GG1911"
2020-03-09,"40-49",4,"GG1911"
2020-03-09,"50-59",2,"GG1911"
2020-03-09,"60-69",2,"GG1911"
2020-03-09,"70-79",3,"GG1911"
2020-03-09,"80-89",3,"GG1911"
2020-03-10,"30-39",1,"GG4816"
2020-03-10,"40-49",5,"GG4816"
2020-03-10,"50-59",2,"GG4816"
2020-03-10,"60-69",2,"GG4816"
2020-03-10,"70-79",1,"GG4816"
2020-03-10,"10-19",1,"GG3406"
2020-03-10,"20-29",4,"GG3406"
2020-03-10,"30-39",1,"GG3406"
2020-03-10,"40-49",6,"GG3406"
2020-03-10,"50-59",5,"GG3406"
2020-03-10,"60-69",5,"GG3406"
2020-03-10,"70-79",2,"GG3406"
2020-03-10,"80-89",1,"GG3406"
2020-03-10,"90+",1,"GG3406"
2020-03-10,"0-9",1,"GG5608"
2020-03-10,"20-29",3,"GG5608"
2020-03-10,"30-39",1,"GG5608"
2020-03-10,"40-49",5,"GG5608"
2020-03-10,"50-59",9,"GG5608"
2020-03-10,"60-69",9,"GG5608"
2020-03-10,"70-79",9,"GG5608"
2020-03-10,"80-89",5,"GG5608"
2020-03-10,"70-79",1,"GG0706"
2020-03-10,"30-39",2,"GG2209"
2020-03-10,"60-69",2,"GG2209"
2020-03-10,"80-89",1,"GG2209"
2020-03-10,"90+",1,"GG2209"
2020-03-10,"20-29",2,"GG2014"
2020-03-10,"40-49",2,"GG2014"
2020-03-10,"50-59",4,"GG2014"
2020-03-10,"60-69",2,"GG2014"
2020-03-10,"70-79",3,"GG2014"
2020-03-10,"80-89",1,"GG2014"
2020-03-10,"60-69",2,"GG3606"
2020-03-10,"70-79",3,"GG3606"
2020-03-10,"30-39",1,"GG0111"
2020-03-10,"70-79",1,"GG0111"
2020-03-10,"10-19",1,"GG7014"
2020-03-10,"30-39",1,"GG7014"
2020-03-10,"50-59",1,"GG7014"
2020-03-10,"60-69",3,"GG7014"
2020-03-10,"70-79",3,"GG7014"
2020-03-10,"80-89",1,"GG7014"
2020-03-10,"20-29",3,"GG5406"
2020-03-10,"30-39",8,"GG5406"
2020-03-10,"40-49",3,"GG5406"
2020-03-10,"50-59",11,"GG5406"
2020-03-10,"60-69",7,"GG5406"
2020-03-10,"70-79",22,"GG5406"
2020-03-10,"80-89",12,"GG5406"
2020-03-10,"30-39",4,"GG4506"
2020-03-10,"40-49",1,"GG4506"
2020-03-10,"50-59",2,"GG4506"
2020-03-10,"30-39",2,"GG2707"
2020-03-10,"40-49",3,"GG2707"
2020-03-10,"50-59",1,"GG2707"
2020-03-10,"60-69",2,"GG2707"
2020-03-10,"70-79",3,"GG2707"
2020-03-10,"80-89",1,"GG2707"
2020-03-10,"40-49",2,"GG1009"
2020-03-10,"50-59",2,"GG1009"
2020-03-10,"60-69",2,"GG1009"
2020-03-10,"20-29",2,"GG3109"
2020-03-10,"30-39",4,"GG3109"
2020-03-10,"40-49",3,"GG3109"
2020-03-10,"50-59",2,"GG3109"
2020-03-10,"60-69",1,"GG3109"
2020-03-10,"80-89",2,"GG3109"
2020-03-10,"20-29",2,"GG6011"
2020-03-10,"30-39",2,"GG6011"
2020-03-10,"40-49",2,"GG6011"
2020-03-10,"50-59",3,"GG6011"
2020-03-10,"60-69",4,"GG6011"
2020-03-10,"70-79",9,"GG6011"
2020-03-10,"80-89",1,"GG6011"
2020-03-10,"90+",1,"GG6011"
2020-03-10,"20-29",2,"GG1413"
2020-03-10,"30-39",2,"GG1413"
2020-03-10,"50-59",6,"GG1413"
2020-03-10,"60-69",7,"GG1413"
2020-03-10,"70-79",2,"GG1413"
2020-03-10,"80-89",2,"GG1413"
2020-03-10,"30-39",1,"GG1106"
2020-03-10,"40-49",3,"GG1106"
2020-03-10,"50-59",1,"GG1106"
2020-03-10,"60-69",1,"GG1106"
2020-03-10,"20-29",3,"GG2514"
2020-03-10,"30-39",6,"GG2514"
2020-03-10,"40-49",2,"GG2514"
2020-03-10,"50-59",11,"GG2514"
2020-03-10,"60-69",5,"GG2514"
2020-03-10,"70-79",4,"GG2514"
2020-03-10,"80-89",1,"GG2514"
2020-03-10,"90+",2,"GG2514"
2020-03-10,"20-29",4,"GG4607"
2020-03-10,"40-49",3,"GG4607"
2020-03-10,"50-59",8,"GG4607"
2020-03-10,"60-69",11,"GG4607"
2020-03-10,"70-79",2,"GG4607"
2020-03-10,"80-89",2,"GG4607"
2020-03-10,"20-29",1,"GG5206"
2020-03-10,"40-49",2,"GG5206"
2020-03-10,"50-59",10,"GG5206"
2020-03-10,"60-69",5,"GG5206"
2020-03-10,"70-79",3,"GG5206"
2020-03-10,"80-89",5,"GG5206"
2020-03-10,"40-49",2,"GG7306"
2020-03-10,"50-59",2,"GG7306"
2020-03-10,"60-69",1,"GG7306"
2020-03-10,"30-39",2,"GG5006"
2020-03-10,"50-59",1,"GG5006"
2020-03-10,"60-69",1,"GG5006"
2020-03-10,"80-89",1,"GG5006"
2020-03-10,"90+",1,"GG5006"
2020-03-10,"10-19",1,"GG6106"
2020-03-10,"30-39",2,"GG6106"
2020-03-10,"40-49",1,"GG6106"
2020-03-10,"50-59",2,"GG6106"
2020-03-10,"60-69",8,"GG6106"
2020-03-10,"70-79",11,"GG6106"
2020-03-10,"80-89",5,"GG6106"
2020-03-10,"90+",3,"GG6106"
2020-03-10,"20-29",1,"GG1911"
2020-03-10,"40-49",1,"GG1911"
2020-03-10,"50-59",3,"GG1911"
2020-03-10,"60-69",2,"GG1911"
2020-03-10,"70-79",3,"GG1911"
2020-03-10,"80-89",1,"GG1911"
2020-03-11,"30-39",1,"GG4816"
2020-03-11,"40-49",2,"GG4816"
2020-03-11,"50-59",1,"GG4816"
2020-03-11,"60-69",1,"GG4816"
2020-03-11,"70-79",1,"GG4816"
2020-03-11,"80-89",1,"GG4816"
2020-03-11,"90+",1,"GG4816"
2020-03-11,"10-19",1,"GG3406"
2020-03-11,"20-29",4,"GG3406"
2020-03-11,"30-39",7,"GG3406"
2020-03-11,"40-49",4,"GG3406"
2020-03-11,"50-59",3,"GG3406"
2020-03-11,"60-69",5,"GG3406"
2020-03-11,"70-79",6,"GG3406"
2020-03-11,"80-89",2,"GG3406"
2020-03-11,"30-39",1,"GG5608"
2020-03-11,"40-49",3,"GG5608"
2020-03-11,"50-59",4,"GG5608"
2020-03-11,"60-69",12,"GG5608"
2020-03-11,"70-79",13,"GG5608"
2020-03-11,"80-89",7,"GG5608"
2020-03-11,"50-59",1,"GG0706"
2020-03-11,"60-69",1,"GG0706"
2020-03-11,"30-39",1,"GG2209"
2020-03-11,"50-59",1,"GG2209"
2020-03-11,"60-69",3,"GG2209"
2020-03-11,"70-79",1,"GG2209"
2020-03-11,"20-29",4,"GG2014"
2020-03-11,"30-39",4,"GG2014"
2020-03-11,"40-49",2,"GG2014"
2020-03-11,"50-59",4,"GG2014"
2020-03-11,"60-69",4,"GG2014"
2020-03-11,"70-79",4,"GG2014"
2020-03-11,"80-89",2,"GG2014"
2020-03-11,"40-49",1,"GG3606"
2020-03-11,"70-79",2,"GG3606"
2020-03-11,"20-29",1,"GG0111"
2020-03-11,"40-49",1,"GG0111"
2020-03-11,"50-59",2,"GG0111"
2020-03-11,"20-29",1,"GG7014"
2020-03-11,"30-39",1,"GG7014"
2020-03-11,"40-49",2,"GG7014"
2020-03-11,"50-59",6,"GG7014"
2020-03-11,"60-69",7,"GG7014"
2020-03-11,"70-79",4,"GG7014"
2020-03-11,"90+",1,"GG7014"
2020-03-11,"0-9",1,"GG5406"
2020-03-11,"20-29",4,"GG5406"
2020-03-11,"30-39",5,"GG5406"
2020-03-11,"40-49",8,"GG5406"
2020-03-11,"50-59",11,"GG5406"
2020-03-11,"60-69",20,"GG5406"
2020-03-11,"70-79",24,"GG5406"
2020-03-11,"80-89",15,"GG5406"
2020-03-11,"90+",4,"GG5406"
2020-03-11,"20-29",3,"GG4506"
2020-03-11,"50-59",2,"GG4506"
2020-03-11,"60-69",3,"GG4506"
2020-03-11,"70-79",2,"GG4506"
2020-03-11,"80-89",3,"GG4506"
2020-03-11,"20-29",2,"GG2707"
2020-03-11,"40-49",3,"GG2707"
2020-03-11,"50-59",6,"GG2707"
2020-03-11,"60-69",5,"GG2707"
2020-03-11,"70-79",2,"GG2707"
2020-03-11,"80-89",2,"GG2707"
2020-03-11,"20-29",1,"GG1009"
2020-03-11,"30-39",2,"GG1009"
2020-03-11,"40-49",2,"GG1009"
2020-03-11,"50-59",2,"GG1009"
2020-03-11,"60-69",1,"GG1009"
2020-03-11,"70-79",2,"GG1009"
2020-03-11,"80-89",2,"GG1009"
2020-03-11,"20-29",3,"GG3109"
2020-03-11,"30-39",2,"GG3109"
2020-03-11,"40-49",2,"GG3109"
2020-03-11,"50-59",3,"GG3109"
2020-03-11,"70-79",1,"GG3109"
2020-03-11,"80-89",4,"GG3109"
2020-03-11,"20-29",1,"GG6011"
2020-03-11,"40-49",5,"GG6011"
2020-03-11,"50-59",6,"GG6011"
2020-03-11,"60-69",7,"GG6011"
2020-03-11,"70-79",9,"GG6011"
2020-03-11,"80-89",7,"GG6011"
2020-03-11,"90+",2,"GG6011"
2020-03-11,"20-29",1,"GG1413"
